Nama,Email,Handphone,Gender,Age,Year Birth,Address,Location,Location Type,Device Model,Operating System,Wifi Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Login Hour,Digital Interest,generation,Brand,Activity,Email Provider,Phone Provider,Higher Education
Jarwadi Rahmawati,jarwadirahmawati633@yahoo.com,85681674276,Female,56,1968,"Gg. Ronggowarsito No. 54, Jakarta Timur, 87537",Kopi Bojo Plaza Kuningan,Cafe,iPhone 12,iOS,496,10.2,2587,84,1921,17,other,Gen X,iPhone,Sore,yahoo.com,Indosat IM3,Tidak
Ida Wasita,idawasita634@yahoo.com,87836416891,Female,29,1995,"Gang Astana Anyar No. 69, Tangerang Selatan, 15379",Think Coffee Club,Cafe,OnePlus 9,Android,138,3.2,1142,31,366,12,streaming video,Millennials,OnePlus,Siang,yahoo.com,XL,Tidak
"Uda Nababan, S.Pt",udanababans.pt635@gmail.com,82379752775,Male,43,1981,"Gang Ciwastra No. 55, Bogor, 06395",Menara FIF - Kantin 2,Compound Space,iPhone 12,iOS,318,6.6,2055,67,1253,10,e-commerce,Millennials,iPhone,Pagi,gmail.com,Telkomsel,Ya
Lala Adriansyah,lalaadriansyah636@gmail.com,89773023689,Female,48,1976,"Jl. Gedebage Selatan No. 6, Tangerang Selatan, 23974",Kopi Takua,Cafe,Samsung Galaxy S21,Android,96,3.4,1198,39,401,4,streaming video,Gen X,Samsung,Dini Hari,gmail.com,Tri,Tidak
"Anastasia Mustofa, S.E.I",anastasiamustofas.e.i637@outlook.com,89944331993,Male,47,1977,"Gg. K.H. Wahid Hasyim No. 06, Bekasi, 11209",Tempat Kita Coffee,Cafe,OnePlus 9,Android,510,10.7,2433,90,1729,23,other,Gen X,OnePlus,Malam,outlook.com,Tri,Ya
Yuliana Rahmawati,yulianarahmawati638@gmail.com,87889017353,Female,32,1992,"Jalan Moch. Toha No. 898, Jakarta Barat, 83602",Gedung Cyber,Office,Xiaomi Mi 11,Android,83,1.1,546,10,289,18,sosmed,Millennials,Xiaomi,Sore,gmail.com,XL,Tidak
"Cayadi Mayasari, M.M.",cayadimayasarim.m.639@gmail.com,85334072211,Female,35,1989,"Gang Ir. H. Djuanda No. 2, Jakarta Timur, 17615",Mall Taman Palem,Compound Space,Google Pixel 5,Android,417,6.2,2074,63,1135,6,e-commerce,Millennials,Google,Pagi,gmail.com,Telkomsel,Ya
Gamanto Jailani,gamantojailani640@aol.com,83872201687,Female,35,1989,"Gg. Ahmad Dahlan No. 14, Bekasi, 87445",Mall Taman Palem,Compound Space,Google Pixel 5,Android,538,9.8,2778,91,2080,15,other,Millennials,Google,Sore,aol.com,AXIS,Tidak
"Ciaobella Andriani, S.IP",ciaobellaandrianis.ip641@aol.com,81132216529,Male,42,1982,"Jalan Monginsidi No. 0, Tangerang, 93145",Ali Kopi Roastery Free Wifi,Cafe,Samsung Galaxy S21,Android,63,1.8,321,11,271,12,sosmed,Millennials,Samsung,Siang,aol.com,Telkomsel,Ya
Maimunah Haryanti,maimunahharyanti642@outlook.com,81693317201,Female,26,1998,"Jalan Astana Anyar No. 83, Jakarta Selatan, 86406",Ali Kopi Roastery Free Wifi,Cafe,OnePlus 9,Android,50,1.4,443,16,255,10,sosmed,Gen Z,OnePlus,Pagi,outlook.com,Indosat IM3,Tidak
"R. Niyaga Anggraini, S.Kom",r.niyagaanggrainis.kom643@gmail.com,88209212344,Male,27,1997,"Jl. Soekarno Hatta No. 2, Tangerang Selatan, 88782",Menara FIF - Kantin 2,Compound Space,Google Pixel 5,Android,502,8.2,2597,90,1553,18,other,Gen Z,Google,Sore,gmail.com,Smartfren,Ya
Rina Simbolon,rinasimbolon644@gmail.com,85242040953,Male,46,1978,"Gang HOS. Cokroaminoto No. 8, Jakarta Pusat, 03851",Ali Kopi Roastery Free Wifi,Cafe,OnePlus 9,Android,105,3.3,723,35,566,1,streaming video,Gen X,OnePlus,Dini Hari,gmail.com,Telkomsel,Tidak
"Bancar Palastri, S.Farm",bancarpalastris.farm645@outlook.com,81541184146,Female,20,2004,"Jl. Soekarno Hatta No. 839, Bogor, 52804",Bleu Coffee and Space,Cafe,Google Pixel 5,Android,186,4.8,1494,53,949,4,news,Gen Z,Google,Dini Hari,outlook.com,Indosat IM3,Ya
Dalimin Fujiati,daliminfujiati646@aol.com,88490274051,Female,20,2004,"Gang Kutai No. 63, Tangerang, 50819",Warung Tekko Kemang,Restaurant,Xiaomi Mi 11,Android,174,2.9,1197,23,345,16,streaming video,Gen Z,Xiaomi,Sore,aol.com,Smartfren,Tidak
Viman Widodo,vimanwidodo647@gmail.com,88740181673,Female,58,1966,"Jalan Peta No. 4, Tangerang Selatan, 31713",Think Coffee Club,Cafe,Samsung Galaxy S21,Android,89,1.3,314,16,201,16,sosmed,Gen X,Samsung,Sore,gmail.com,Smartfren,Tidak
Ir. Ika Maryati,ir.ikamaryati648@yahoo.com,81757481140,Female,42,1982,"Gang Rungkut Industri No. 01, Jakarta Barat, 03761",Sambalado,Restaurant,iPhone 12,iOS,66,1.5,565,17,283,13,sosmed,Millennials,iPhone,Siang,yahoo.com,XL,Ya
Aurora Siregar,aurorasiregar649@gmail.com,88975303831,Male,53,1971,"Jalan Soekarno Hatta No. 62, Jakarta Pusat, 76150",Kopi Bojo Plaza Kuningan,Cafe,iPhone 12,iOS,389,6.3,2294,76,1334,22,e-commerce,Gen X,iPhone,Malam,gmail.com,Smartfren,Tidak
Salsabila Hidayanto,salsabilahidayanto650@yahoo.com,85199434986,Female,31,1993,"Gang Wonoayu No. 482, Tangerang, 17649",8TH Brew Coffee Shop,Cafe,Xiaomi Mi 11,Android,186,5.4,1627,58,790,13,news,Millennials,Xiaomi,Siang,yahoo.com,Telkomsel,Tidak
Widya Lailasari,widyalailasari651@gmail.com,83260652932,Male,49,1975,"Jalan Lembong No. 230, Jakarta Barat, 45779",Menara Satu,Office,Google Pixel 5,Android,149,2.0,1041,39,356,0,streaming video,Gen X,Google,Dini Hari,gmail.com,AXIS,Tidak
"Ir. Yono Rajasa, S.IP",ir.yonorajasas.ip652@mail.com,85348954076,Female,51,1973,"Jl. Ronggowarsito No. 08, Tangerang, 20622",Liberte Italian Cuisine,Restaurant,iPhone 12,iOS,69,1.7,519,10,167,4,sosmed,Gen X,iPhone,Dini Hari,mail.com,Telkomsel,Ya
"Drs. Laila Suwarno, S.E.",drs.lailasuwarnos.e.653@yahoo.com,88314385630,Male,30,1994,"Jl. Cihampelas No. 210, Depok, 04694",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Xiaomi Mi 11,Android,206,5.2,1632,47,694,1,news,Millennials,Xiaomi,Dini Hari,yahoo.com,Smartfren,Ya
"drg. Nadine Gunarto, S.E.",drg.nadinegunartos.e.654@gmail.com,88529507598,Male,29,1995,"Gg. HOS. Cokroaminoto No. 22, Jakarta Barat, 36796",Galeri Lafayette,Compound Space,Samsung Galaxy S21,Android,49,1.2,365,19,144,23,sosmed,Millennials,Samsung,Malam,gmail.com,Smartfren,Ya
"Shakila Winarno, M.Kom.",shakilawinarnom.kom.655@gmail.com,81172025253,Male,56,1968,"Jl. KH Amin Jasuta No. 429, Jakarta Barat, 01024",Warung Tekko Pluit Village,Restaurant,Google Pixel 5,Android,594,10.5,2839,91,1647,19,other,Gen X,Google,Malam,gmail.com,Telkomsel,Ya
Karman Hidayanto,karmanhidayanto656@mail.com,81354705174,Male,39,1985,"Jalan Kapten Muslihat No. 81, Jakarta Pusat, 92742",Stasiun Senayan,Transportation,Google Pixel 5,Android,104,3.7,1028,29,493,14,streaming video,Millennials,Google,Siang,mail.com,Telkomsel,Tidak
Agus Pudjiastuti,aguspudjiastuti657@yahoo.com,85192173230,Female,54,1970,"Gang Stasiun Wonokromo No. 840, Jakarta Timur, 84475",Koridor 01 Halte Monumen Nasional,Transportation,Google Pixel 5,Android,262,5.6,1489,59,628,6,news,Gen X,Google,Pagi,yahoo.com,Telkomsel,Tidak
"drg. Cornelia Sihotang, S.E.I",drg.corneliasihotangs.e.i658@gmail.com,83825939541,Female,40,1984,"Jalan Kutai No. 2, Jakarta Barat, 79489",Ali Kopi Roastery Free Wifi,Cafe,Xiaomi Mi 11,Android,278,5.3,1368,56,894,18,news,Millennials,Xiaomi,Sore,gmail.com,AXIS,Ya
Harsanto Anggriawan,harsantoanggriawan659@outlook.com,81558963252,Female,43,1981,"Jalan K.H. Wahid Hasyim No. 897, Jakarta Timur, 60158",Dekhad Gandaria,Cafe,Xiaomi Mi 11,Android,463,6.8,2358,68,1236,17,e-commerce,Millennials,Xiaomi,Sore,outlook.com,Indosat IM3,Tidak
"dr. Cici Suryatmi, M.Farm",dr.cicisuryatmim.farm660@gmail.com,85929656125,Male,35,1989,"Gg. Sentot Alibasa No. 9, Jakarta Utara, 17200",Menara Satu,Office,Xiaomi Mi 11,Android,505,9.6,2464,91,2375,14,other,Millennials,Xiaomi,Siang,gmail.com,XL,Ya
Mila Aryani,milaaryani661@gmail.com,85393259698,Male,59,1965,"Gang KH Amin Jasuta No. 899, Jakarta Timur, 77108",Graha Aruna,Office,Google Pixel 5,Android,50,1.5,387,12,146,22,sosmed,Gen X,Google,Malam,gmail.com,Telkomsel,Tidak
Hasna Pradana,hasnapradana662@outlook.com,85196963061,Male,48,1976,"Gg. Indragiri No. 46, Jakarta Barat, 37741",Kedai Inn Taman GBK,Cafe,Xiaomi Mi 11,Android,138,3.1,947,29,545,19,streaming video,Gen X,Xiaomi,Malam,outlook.com,Telkomsel,Tidak
"Edison Aryani, S.H.",edisonaryanis.h.663@gmail.com,81285462548,Male,45,1979,"Gang Wonoayu No. 19, Jakarta Selatan, 54421",Pard Coffee,Cafe,Xiaomi Mi 11,Android,130,3.2,1189,37,448,9,streaming video,Gen X,Xiaomi,Pagi,gmail.com,Telkomsel,Ya
Ajeng Nuraini,ajengnuraini664@gmail.com,81151614556,Female,55,1969,"Jalan Abdul Muis No. 9, Jakarta Utara, 39200",Sambalado,Restaurant,Google Pixel 5,Android,469,6.4,1858,78,1297,7,e-commerce,Gen X,Google,Pagi,gmail.com,Telkomsel,Tidak
Umi Simbolon,umisimbolon665@outlook.com,81703884132,Male,52,1972,"Gang Ciwastra No. 58, Jakarta Utara, 46773",Tuwuh Treats Bintaro,Cafe,Xiaomi Mi 11,Android,555,10.3,2568,83,2003,14,other,Gen X,Xiaomi,Siang,outlook.com,XL,Tidak
Suci Sudiati,sucisudiati666@gmail.com,88322026854,Male,53,1971,"Jalan Sukajadi No. 84, Jakarta Selatan, 38011",JEC Kedoya,Compound Space,iPhone 12,iOS,198,5.4,1544,53,635,16,news,Gen X,iPhone,Sore,gmail.com,Smartfren,Tidak
Nasab Safitri,nasabsafitri667@aol.com,89713252261,Male,46,1978,"Gang Monginsidi No. 96, Bekasi, 20284",Suasana Kopi Gandaria,Cafe,Samsung Galaxy S21,Android,529,11.4,2891,82,1845,17,other,Gen X,Samsung,Sore,aol.com,Tri,Tidak
"Dr. Bella Laksita, S.Ked",dr.bellalaksitas.ked668@gmail.com,88851662345,Male,36,1988,"Jl. Cikapayang No. 00, Jakarta Timur, 47858",Warung Tekko Kemang,Restaurant,Samsung Galaxy S21,Android,205,5.5,1699,49,729,3,news,Millennials,Samsung,Dini Hari,gmail.com,Smartfren,Ya
Bambang Sitompul,bambangsitompul669@aol.com,85601250324,Male,23,2001,"Jl. Suniaraja No. 7, Jakarta Barat, 27152",Warung Tekko Daan Mogot,Restaurant,iPhone 12,iOS,170,2.4,1039,38,334,23,streaming video,Gen Z,iPhone,Malam,aol.com,Indosat IM3,Tidak
Kasim Samosir,kasimsamosir670@outlook.com,88521037428,Female,27,1997,"Jalan Laswi No. 41, Tangerang Selatan, 04074",Tuwuh Treats Bintaro,Cafe,Samsung Galaxy S21,Android,160,3.2,648,31,339,15,streaming video,Gen Z,Samsung,Sore,outlook.com,Smartfren,Tidak
Drs. Agnes Hutapea,drs.agneshutapea671@outlook.com,81644002713,Male,48,1976,"Gg. Suniaraja No. 242, Jakarta Barat, 05027",Kopikalyan Wijaya,Cafe,iPhone 12,iOS,81,1.6,387,13,224,24,sosmed,Gen X,iPhone,Dini Hari,outlook.com,Indosat IM3,Ya
Drs. Endah Sihotang,drs.endahsihotang672@gmail.com,85793693148,Male,22,2002,"Jl. Raya Setiabudhi No. 12, Bogor, 28402",Tous les Jours Sency,Cafe,Google Pixel 5,Android,468,7.3,1937,64,1209,3,e-commerce,Gen Z,Google,Dini Hari,gmail.com,Indosat IM3,Ya
"R. Wani Wibowo, M.Pd",r.waniwibowom.pd673@gmail.com,88544157662,Male,27,1997,"Jalan Abdul Muis No. 3, Jakarta Pusat, 62005",Warung Tekko Kemang,Restaurant,Xiaomi Mi 11,Android,500,11.2,2925,84,2438,0,other,Gen Z,Xiaomi,Dini Hari,gmail.com,Smartfren,Ya
Dagel Nashiruddin,dagelnashiruddin674@gmail.com,81137902470,Male,52,1972,"Gg. Cempaka No. 465, Jakarta Timur, 40841",Mall Taman Palem,Compound Space,Google Pixel 5,Android,37,1.6,490,18,216,19,sosmed,Gen X,Google,Malam,gmail.com,Telkomsel,Tidak
Mursinin Nuraini,mursininnuraini675@gmail.com,88500150516,Female,27,1997,"Gang Wonoayu No. 350, Jakarta Utara, 74172",8TH Brew Coffee Shop,Cafe,Xiaomi Mi 11,Android,522,11.4,2776,93,1768,16,other,Gen Z,Xiaomi,Sore,gmail.com,Smartfren,Tidak
Tirtayasa Najmudin,tirtayasanajmudin676@gmail.com,88303872000,Male,40,1984,"Gang Ciumbuleuit No. 9, Tangerang, 37684",SMK AL Khairiyah 2,Education Center,Xiaomi Mi 11,Android,81,1.5,545,17,159,5,sosmed,Millennials,Xiaomi,Pagi,gmail.com,Smartfren,Tidak
Ismail Megantara,ismailmegantara677@outlook.com,85742886385,Male,34,1990,"Jalan Rajawali Timur No. 615, Bogor, 23343",Tujuhari Coffee,Cafe,OnePlus 9,Android,141,3.8,689,38,576,6,streaming video,Millennials,OnePlus,Pagi,outlook.com,Indosat IM3,Tidak
Dalima Wastuti,dalimawastuti678@gmail.com,85186055193,Female,52,1972,"Jalan Gedebage Selatan No. 48, Bekasi, 15692",Menara FIF - Kantin 2,Compound Space,Samsung Galaxy S21,Android,115,3.5,706,26,495,3,streaming video,Gen X,Samsung,Dini Hari,gmail.com,Telkomsel,Tidak
Vanya Firmansyah,vanyafirmansyah679@yahoo.com,83815115646,Female,36,1988,"Jalan Kebonjati No. 367, Jakarta Pusat, 10134",Dekhad Gandaria,Cafe,Google Pixel 5,Android,298,4.6,1525,59,814,9,news,Millennials,Google,Pagi,yahoo.com,AXIS,Tidak
Ajeng Wasita,ajengwasita680@outlook.com,85790059586,Female,36,1988,"Jalan Cempaka No. 824, Depok, 52129",Warung Tekko Kramat Jati,Restaurant,iPhone 12,iOS,33,1.8,334,16,113,16,sosmed,Millennials,iPhone,Sore,outlook.com,Indosat IM3,Tidak
Gangsar Rajasa,gangsarrajasa681@aol.com,82164693014,Female,25,1999,"Gg. Jayawijaya No. 04, Jakarta Utara, 14299",HTS Net,Office,Google Pixel 5,Android,307,6.1,2105,76,1111,3,e-commerce,Gen Z,Google,Dini Hari,aol.com,Telkomsel,Tidak
Cayadi Siregar,cayadisiregar682@gmail.com,88190003715,Male,30,1994,"Gg. Suniaraja No. 62, Depok, 62172",Galeri Lafayette,Compound Space,Xiaomi Mi 11,Android,380,7.6,2354,77,1191,11,e-commerce,Millennials,Xiaomi,Siang,gmail.com,Smartfren,Tidak
Ophelia Hidayanto,opheliahidayanto683@yahoo.com,81743891520,Male,42,1982,"Gg. Pelajar Pejuang No. 695, Bekasi, 92910",Suasana Kopi Gandaria,Cafe,Xiaomi Mi 11,Android,190,5.5,1718,58,815,17,news,Millennials,Xiaomi,Sore,yahoo.com,XL,Tidak
"Azalea Jailani, S.Ked",azaleajailanis.ked684@gmail.com,85173163335,Male,45,1979,"Gg. Siliwangi No. 54, Tangerang Selatan, 71230",Menara FIF - Kantin 2,Compound Space,Samsung Galaxy S21,Android,75,1.6,325,12,225,22,sosmed,Gen X,Samsung,Malam,gmail.com,Telkomsel,Ya
"R. Jane Andriani, M.Kom.",r.janeandrianim.kom.685@aol.com,89911332292,Male,25,1999,"Gang Kendalsari No. 21, Bogor, 61855",Conclave Arteri,Office,Google Pixel 5,Android,218,4.0,1221,47,822,16,news,Gen Z,Google,Sore,aol.com,Tri,Ya
"dr. Cici Hastuti, M.Kom.",dr.cicihastutim.kom.686@gmail.com,85397607053,Male,18,2006,"Jalan Surapati No. 5, Jakarta Timur, 38026",Dua Coffee @ Tebet,Cafe,Xiaomi Mi 11,Android,412,6.6,1859,67,1393,5,e-commerce,Gen Z,Xiaomi,Pagi,gmail.com,Telkomsel,Ya
Salwa Novitasari,salwanovitasari687@gmail.com,85255497725,Male,18,2006,"Jalan Ronggowarsito No. 768, Bogor, 45159",Kopi Takua,Cafe,Google Pixel 5,Android,335,7.7,2037,68,1007,12,e-commerce,Gen Z,Google,Siang,gmail.com,Telkomsel,Tidak
"Lurhur Sihotang, M.Kom.",lurhursihotangm.kom.688@gmail.com,88638015996,Male,54,1970,"Jalan Indragiri No. 22, Jakarta Selatan, 44176",JEC Kedoya,Compound Space,OnePlus 9,Android,387,6.3,2098,61,1178,20,e-commerce,Gen X,OnePlus,Malam,gmail.com,Smartfren,Ya
Darmaji Setiawan,darmajisetiawan689@gmail.com,85910991119,Female,52,1972,"Jl. Abdul Muis No. 431, Jakarta Pusat, 26972",Sliced Terogong,Restaurant,Google Pixel 5,Android,261,4.9,1589,56,824,21,news,Gen X,Google,Malam,gmail.com,XL,Tidak
"Aisyah Susanti, S.Pd",aisyahsusantis.pd690@gmail.com,89940239734,Male,32,1992,"Gang Astana Anyar No. 19, Bogor, 46824",Satoru,Restaurant,Samsung Galaxy S21,Android,541,9.5,2424,98,1550,24,other,Millennials,Samsung,Dini Hari,gmail.com,Tri,Ya
Jaka Ardianto,jakaardianto691@yahoo.com,85285066611,Male,30,1994,"Jl. Kiaracondong No. 9, Bekasi, 04964",HTS Net,Office,Google Pixel 5,Android,195,5.7,1447,48,679,15,news,Millennials,Google,Sore,yahoo.com,Telkomsel,Tidak
Clara Sirait,clarasirait692@gmail.com,88110058352,Female,51,1973,"Gg. Ciwastra No. 3, Jakarta Timur, 20230",Warung Tekko Daan Mogot,Restaurant,iPhone 12,iOS,178,4.0,856,37,569,2,streaming video,Gen X,iPhone,Dini Hari,gmail.com,Smartfren,Tidak
Titin Melani,titinmelani693@outlook.com,88684360272,Female,48,1976,"Jalan Moch. Toha No. 538, Jakarta Timur, 22800",Warung Fotkop,Cafe,Xiaomi Mi 11,Android,378,6.7,1898,78,1455,23,e-commerce,Gen X,Xiaomi,Malam,outlook.com,Smartfren,Tidak
Ade Mandasari,ademandasari694@outlook.com,81349571044,Male,31,1993,"Jl. Rajawali Barat No. 047, Bekasi, 41560",Kedai Inn Taman GBK,Cafe,Xiaomi Mi 11,Android,505,8.6,2792,82,1709,8,other,Millennials,Xiaomi,Pagi,outlook.com,Telkomsel,Tidak
Caraka Saragih,carakasaragih695@gmail.com,89967864116,Female,34,1990,"Jl. Wonoayu No. 4, Tangerang Selatan, 62009",Ramen Ya! Kota Kasablanka Lt.UG,Restaurant,Samsung Galaxy S21,Android,564,9.7,2422,83,1985,5,other,Millennials,Samsung,Pagi,gmail.com,Tri,Tidak
Purwa Simanjuntak,purwasimanjuntak696@aol.com,85911549714,Male,22,2002,"Gg. Ahmad Dahlan No. 3, Tangerang, 75885",Bukan Ruang,Cafe,iPhone 12,iOS,92,3.9,1082,26,381,9,streaming video,Gen Z,iPhone,Pagi,aol.com,XL,Tidak
"Drs. Amelia Situmorang, S.E.",drs.ameliasitumorangs.e.697@outlook.com,82296298172,Male,59,1965,"Gg. Sukajadi No. 3, Depok, 69890",Kopitok Coffee Kemang,Cafe,Xiaomi Mi 11,Android,316,6.8,1965,68,1201,21,e-commerce,Gen X,Xiaomi,Malam,outlook.com,Telkomsel,Ya
"R. Emil Prasetya, S.Kom",r.emilprasetyas.kom698@gmail.com,88104429618,Female,50,1974,"Jalan Pasirkoja No. 869, Jakarta Selatan, 41383",Kopi Bojo Plaza Kuningan,Cafe,Google Pixel 5,Android,99,3.1,942,22,457,9,streaming video,Gen X,Google,Pagi,gmail.com,Smartfren,Ya
Wasis Sinaga,wasissinaga699@gmail.com,89960774854,Male,44,1980,"Jalan Joyoboyo No. 403, Tangerang Selatan, 16807",Warung Tekko Artha Gading,Restaurant,Samsung Galaxy S21,Android,62,1.7,431,13,224,16,sosmed,Gen X,Samsung,Sore,gmail.com,Tri,Tidak
Jagapati Hakim,jagapatihakim700@protonmail.com,88169589701,Female,23,2001,"Jalan Ir. H. Djuanda No. 00, Bogor, 34612",Tuwuh Treats Bintaro,Cafe,OnePlus 9,Android,212,5.4,1306,49,828,12,news,Gen Z,OnePlus,Siang,protonmail.com,Smartfren,Tidak
